3.903126e+01,0
2.190070e+01,1
4.370626e+00,2
1.171201e+00,3
1.672981e+00,4
9.490880e-01,5
1.385655e+00,6
7.766423e-01,7
5.850560e+00,8
3.548039e+00,9
9.737210e-01,10
3.975832e-01,11
3.307194e+00,12
1.891375e+00,13
7.040558e-01,14
2.725021e-01,15
7.032296e+00,16
4.005299e+00,17
5.934432e-01,18
1.798925e-01,19
6.586532e-01,20
3.572049e-01,21
3.098989e-01,22
1.419951e-01,23
3.618554e+00,24
2.073445e+00,25
2.370855e-01,26
7.048243e-02,27
2.550444e-01,28
1.384682e-01,29
1.187582e-01,30
5.364559e-02,31
2.523831e+00,32
1.442412e+00,33
1.939118e-01,34
5.065871e-02,35
1.204850e-01,36
6.538466e-02,37
7.584258e-02,38
3.785492e-02,39
5.174420e-01,40
3.002354e-01,41
5.073742e-02,42
1.713482e-02,43
9.590154e-02,44
5.217241e-02,45
3.141629e-02,46
1.306809e-02,47
6.223529e-01,48
3.534926e-01,49
2.686176e-02,50
6.402728e-03,51
1.593488e-02,52
8.439320e-03,53
1.032622e-02,54
5.022262e-03,55
7.069572e-02,56
4.029402e-02,57
7.868284e-03,58
2.567351e-03,59
1.458884e-02,60
7.837115e-03,61
4.933775e-03,62
1.995055e-03,63
1.219090e-01,64
6.833324e-02,65
7.596033e-03,66
1.637403e-03,67
3.377321e-03,68
1.775802e-03,69
2.568195e-03,70
1.297676e-03,71
1.385963e-02,72
7.944719e-03,73
1.997033e-03,74
7.441762e-04,75
5.039300e-03,76
2.813840e-03,77
1.297387e-03,78
5.252512e-04,79
1.833466e-02,80
1.048656e-02,81
9.724383e-04,82
2.521370e-04,83
7.827043e-04,84
4.124241e-04,85
4.404286e-04,86
2.046616e-04,87
3.903998e-03,88
2.207800e-03,89
3.163159e-04,90
9.574462e-05,91
4.450571e-04,92
2.365152e-04,93
1.816187e-04,94
7.689955e-05,95
4.686638e-03,96
2.633504e-03,97
2.926744e-04,98
6.139188e-05,99
1.287383e-04,100
6.714573e-05,101
9.867400e-05,102
4.946403e-05,103
5.340308e-04,104
3.043553e-04,105
7.942221e-05,106
2.946551e-05,107
2.001375e-04,108
1.115295e-04,109
5.192497e-05,110
2.099972e-05,111
7.346927e-04,112
4.200108e-04,113
3.971771e-05,114
9.752467e-06,115
3.115299e-05,116
1.610015e-05,117
1.792828e-05,118
8.144365e-06,119
1.586043e-04,120
8.833413e-05,121
1.405723e-05,122
4.260235e-06,123
1.988230e-05,124
1.055876e-05,125
8.091262e-06,126
3.444256e-06,127
2.238003e-04,128
1.261988e-04,129
1.537638e-05,130
2.473528e-06,131
5.031785e-06,132
2.500908e-06,133
4.280387e-06,134
2.082708e-06,135
2.071518e-05,136
1.140557e-05,137
3.984045e-06,138
1.444601e-06,139
1.139099e-05,140
6.214201e-06,141
2.790744e-06,142
1.066238e-06,143
3.265935e-05,144
1.832656e-05,145
1.297945e-06,146
3.397787e-07,147
1.182441e-06,148
6.174567e-07,149
6.211598e-07,150
2.785144e-07,151
6.271348e-06,152
3.506344e-06,153
4.261220e-07,154
1.192875e-07,155
5.115370e-07,156
2.669458e-07,157
2.308050e-07,158
9.824993e-08,159
5.457387e-06,160
3.042385e-06,161
2.200971e-07,162
4.203658e-08,163
1.021192e-07,164
5.150193e-08,165
7.420389e-08,166
3.505468e-08,167
4.504615e-07,168
2.486231e-07,169
6.578706e-08,170
2.182270e-08,171
1.395949e-07,172
7.467666e-08,173
4.317693e-08,174
1.692659e-08,175
7.159610e-07,176
3.984541e-07,177
2.021064e-08,178
4.680392e-09,179
1.347901e-08,180
6.955438e-09,181
8.332545e-09,182
3.860081e-09,183
6.465989e-08,184
3.605574e-08,185
6.727059e-09,186
2.080954e-09,187
1.082073e-08,188
5.737676e-09,189
4.059311e-09,190
1.671358e-09,191
1.095288e-07,192
6.129808e-08,193
7.040464e-09,194
1.161060e-09,195
2.322800e-09,196
1.165211e-09,197
1.961740e-09,198
9.619172e-10,199
9.487287e-09,200
5.253395e-09,201
1.793549e-09,202
6.501996e-10,203
5.116582e-09,204
2.791646e-09,205
1.258239e-09,206
4.784814e-10,207
1.471559e-08,208
8.238347e-09,209
6.482533e-10,210
1.702694e-10,211
5.920284e-10,212
3.094398e-10,213
3.111426e-10,214
1.398657e-10,215
3.141111e-09,216
1.758991e-09,217
2.112906e-10,218
5.961918e-11,219
2.546908e-10,220
1.333568e-10,221
1.143971e-10,222
4.889186e-11,223
2.708998e-09,224
1.514071e-09,225
1.177041e-10,226
2.369149e-11,227
5.681532e-11,228
2.894177e-11,229
4.105301e-11,230
1.964488e-11,231
2.493476e-10,232
1.389152e-10,233
3.471936e-11,234
1.189481e-11,235
7.482293e-11,236
4.057956e-11,237
2.245025e-11,238
9.031339e-12,239
3.751269e-10,240
2.115804e-10,241
1.110568e-11,242
2.538071e-12,243
7.371967e-12,244
3.784567e-12,245
4.560331e-12,246
2.104787e-12,247
3.539519e-11,248
1.969566e-11,249
3.494197e-12,250
1.100480e-12,251
5.652657e-12,252
3.019963e-12,253
2.077241e-12,254
8.678171e-13,255
5.720715e-11,256
3.228257e-11,257
4.031622e-12,258
5.845184e-13,259
1.139279e-12,260
5.613257e-13,261
1.004022e-12,262
4.893917e-13,263
4.588371e-12,264
2.514864e-12,265
9.279356e-13,266
3.392916e-13,267
2.835503e-12,268
1.546504e-12,269
6.494402e-13,270
2.438167e-13,271
6.912770e-12,272
3.869075e-12,273
2.437015e-13,274
6.524826e-14,275
2.384839e-13,276
1.247317e-13,277
1.197815e-13,278
5.328772e-14,279
1.293323e-12,280
7.240728e-13,281
6.475404e-14,282
1.832246e-14,283
